,Unnamed: 0,Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Weekly Hour,How Many New Clothes Monthly,How Long Internet Weekly Hours,Energy efficiency,Recycling,Cooking_With,CarbonEmission
912,912,underweight,female,omnivore,daily,natural gas,private,lpg,sometimes,208.84126059622116,never,503,small,8.123175733218973,71.68131074042043,7.759579673963241,112.0,Yes,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1232
913,913,overweight,female,vegetarian,twice a day,wood,public,,often,295.2809598680129,never,362,medium,5.943302127630076,50.60487941051392,13.757298629753796,26.190620266252992,Yes,['Metal'],"['Stove', 'Grill', 'Airfryer']",1218
914,914,overweight,male,vegan,less frequently,coal,walk/bicycle,,often,274.74742864047977,never,62,extra large,4.7190878994483185,27.92191130762434,0.0,74.96134272590241,Yes,"['Paper', 'Plastic', 'Metal']",[],2218
915,915,normal,male,omnivore,daily,wood,private,lpg,often,135.39506692409003,never,9232,extra large,4.445627565185712,80.36407537710342,13.886278263784043,112.0,Sometimes,[],"['Stove', 'Microwave', 'Grill', 'Airfryer']",5064
916,916,obese,female,vegan,less frequently,natural gas,private,lpg,often,270.4110651979362,rarely,3233,medium,3.9024230942912688,48.035631901860235,0.0,51.17788341571072,Sometimes,[],"['Stove', 'Grill', 'Airfryer']",2633
917,917,obese,male,vegetarian,twice a day,wood,private,lpg,sometimes,216.2547394803387,very frequently,6659,extra large,8.02434569311049,86.52310578929198,29.086349190651315,91.85025415086429,No,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",5502
918,918,obese,female,omnivore,twice a day,wood,walk/bicycle,,often,294.9342463421619,frequently,86,extra large,3.1449522763607933,40.05157774241341,0.0,77.75230199124881,No,"['Paper', 'Glass', 'Metal']",['Microwave'],2960
919,919,normal,female,pescatarian,daily,electricity,walk/bicycle,,often,137.38399008942696,rarely,85,extra large,3.5139972818762804,67.10678241078527,6.828748059062608,94.07778294219348,Sometimes,"['Plastic', 'Glass']","['Grill', 'Airfryer']",1156
920,920,normal,male,vegan,less frequently,natural gas,public,,sometimes,277.9758642970449,frequently,1405,extra large,7.956284865533732,0.0,0.0,53.65784030895579,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],1877
921,921,overweight,female,omnivore,twice a day,wood,walk/bicycle,,sometimes,269.9993457009398,rarely,5,extra large,8.117300987087159,13.618928963047352,2.7796638055309177,72.60684075724224,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2184
922,922,underweight,female,vegetarian,twice a day,coal,walk/bicycle,,never,318.3001005175786,rarely,12,large,5.621095412331344,38.00054034353133,6.407011385780699,83.4167183520017,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1009
923,923,overweight,male,omnivore,twice a day,natural gas,public,,never,196.02755449161262,rarely,459,small,5.625689115175976,66.56384236495086,2.8721582343582965,56.63416825104369,Sometimes,['Glass'],['Stove'],1965
924,924,overweight,male,vegetarian,more frequently,electricity,public,,sometimes,213.7127466322788,never,1748,small,3.962864780814462,80.03011751414772,8.163100107134218,57.76506416930732,Sometimes,"['Glass', 'Metal']",['Oven'],1098
925,925,obese,female,omnivore,more frequently,wood,walk/bicycle,,never,240.54099934273268,rarely,70,extra large,1.6978101216681054,7.9265244685243985,7.333301559690345,100.74733893856629,Yes,['Metal'],"['Oven', 'Microwave']",1152
926,926,overweight,male,vegan,more frequently,natural gas,private,hybrid,often,256.02597197872507,very frequently,2054,small,6.2496669171829105,46.80328103415155,10.91300791709882,96.83948735215392,Yes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",2751
927,927,underweight,male,omnivore,less frequently,wood,private,electric,often,301.18917439389884,frequently,5095,medium,4.8137884115799485,74.80586732859723,8.098375114748805,38.48122739252541,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],1674
928,928,normal,female,vegetarian,daily,natural gas,private,electric,never,235.8449631551496,rarely,3850,large,7.791024742111844,1.9902931560208899,0.0,112.0,No,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1961
929,929,underweight,female,vegan,more frequently,wood,public,,never,210.29358939362538,rarely,1013,large,6.247264657275227,62.80585114506543,0.0,56.876760256496986,Sometimes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",1447
930,930,overweight,female,omnivore,twice a day,coal,walk/bicycle,,sometimes,339.1340885564599,rarely,92,extra large,3.4471363765039076,37.56363640559079,17.043660606129723,52.6134906486159,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1811
931,931,underweight,male,omnivore,daily,electricity,walk/bicycle,,sometimes,241.38009236438458,very frequently,4,extra large,4.963880122966365,65.24805289825085,3.544252031931852,59.50026163352969,Sometimes,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2476
932,932,underweight,male,vegan,less frequently,coal,public,,sometimes,286.8235105758517,very frequently,894,medium,4.760709097451421,29.982705028141744,0.0,59.37598765655949,No,"['Paper', 'Plastic', 'Metal']",['Oven'],2637
933,933,obese,male,vegetarian,daily,coal,public,,sometimes,174.42189404063365,frequently,1393,extra large,5.696613409388963,39.98057850781021,0.9025572585925596,8.10824546545902,No,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",3738
934,934,obese,male,omnivore,daily,coal,private,petrol,often,259.3640810881185,rarely,6239,medium,7.618632910680636,0.0,0.0,112.0,Yes,"['Glass', 'Metal']","['Stove', 'Oven']",4723
935,935,obese,male,omnivore,daily,wood,private,petrol,sometimes,269.2087916335891,frequently,5278,small,5.368541964784896,21.432279203265214,0.0,89.81992522112247,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",5106
936,936,normal,male,pescatarian,less frequently,natural gas,private,hybrid,never,238.27944831298262,never,125,small,4.534034807399576,70.71832240077883,0.0,66.80931619110306,No,"['Plastic', 'Glass']","['Stove', 'Microwave']",1268
937,937,overweight,female,vegan,more frequently,wood,public,,never,159.24535279779582,never,1306,extra large,5.993064133683077,65.58356131853523,0.0,84.91056626060833,Sometimes,"['Plastic', 'Glass']",['Stove'],2135
938,938,underweight,female,vegetarian,twice a day,electricity,private,electric,never,320.47891887521575,very frequently,4458,extra large,5.767067260916689,107.7926199265251,8.483850349336238,75.46716043421733,Yes,"['Paper', 'Plastic']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2310
939,939,obese,female,pescatarian,less frequently,electricity,walk/bicycle,,often,216.59718059114113,rarely,49,extra large,7.504202627001607,75.76179774992235,16.62516901988357,61.66031399666116,No,['Metal'],"['Stove', 'Oven']",1684
940,940,overweight,male,vegan,twice a day,electricity,public,,never,183.7394717615009,frequently,324,medium,2.1684217989670045,82.60240821093385,18.70410009030612,0.0,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",1941
941,941,obese,female,pescatarian,twice a day,electricity,private,electric,sometimes,277.5487409882744,frequently,9384,large,5.452224847807952,28.060352982752548,10.236024249670802,110.41391082171742,Yes,"['Paper', 'Plastic']","['Oven', 'Grill', 'Airfryer']",1861
942,942,underweight,male,pescatarian,twice a day,natural gas,walk/bicycle,,often,287.4604003284094,never,34,large,4.261190409137118,58.096997337749926,15.659504217231502,74.03526962450083,Sometimes,"['Paper', 'Glass']",['Oven'],1964
943,943,overweight,male,pescatarian,daily,wood,private,hybrid,often,292.43184380960525,rarely,8101,large,7.378289828350241,0.0,23.297631030434783,106.26384948641115,Yes,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",3397
944,944,obese,male,omnivore,daily,coal,public,,often,159.84082006256017,rarely,422,extra large,6.27535684178415,22.176956290872784,12.115815532210476,31.953704822051876,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2717
945,945,underweight,male,vegan,more frequently,natural gas,walk/bicycle,,never,317.7163920786127,rarely,73,small,6.3882441135003685,29.686659113126655,9.980762252683572,112.0,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",[],698
946,946,normal,male,vegan,daily,wood,private,diesel,never,261.9893469473642,very frequently,463,extra large,5.61077453862587,52.89569501860224,11.102957690946633,95.00498719555017,No,[],"['Oven', 'Microwave']",2929
947,947,overweight,female,pescatarian,twice a day,electricity,private,diesel,often,196.02964870501512,very frequently,8107,large,2.26825662198793,30.014513769142454,0.0,59.47536887184178,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",4693
948,948,overweight,female,vegetarian,less frequently,natural gas,walk/bicycle,,never,416.8965549019738,very frequently,62,large,1.7413492898198837,65.82436455823938,16.35432720159245,60.075162815613695,Sometimes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2618
949,949,overweight,female,pescatarian,more frequently,coal,public,,often,185.2683500282199,rarely,955,medium,6.250837993445289,37.888711608423904,7.442345117395721,95.67249921132678,Sometimes,"['Plastic', 'Glass', 'Metal']",['Oven'],2032
950,950,obese,female,omnivore,less frequently,wood,private,lpg,often,192.7639146830494,very frequently,3470,medium,3.9517782460628226,22.899223585254397,16.026960319066042,27.44939304813115,Yes,[],['Oven'],4378
951,951,underweight,male,vegetarian,more frequently,coal,walk/bicycle,,sometimes,330.77051937338854,frequently,1,small,4.355384931372294,11.70040640323256,8.77111066509843,61.33906584609464,No,['Plastic'],['Microwave'],1978
952,952,overweight,female,vegan,less frequently,natural gas,walk/bicycle,,never,403.01886056967317,very frequently,96,medium,4.2055224086902765,0.0,0.0,99.38858547435325,Yes,"['Plastic', 'Metal']","['Grill', 'Airfryer']",1821
953,953,underweight,male,vegan,less frequently,coal,walk/bicycle,,never,345.609211183742,frequently,72,large,3.3678439345909554,97.02947569568595,0.0,87.75595101452741,Sometimes,[],[],2114
954,954,underweight,male,pescatarian,more frequently,wood,walk/bicycle,,sometimes,241.05329966277557,rarely,50,medium,5.514585398142134,86.0255603189953,13.94005621862732,90.72048716231043,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1430
955,955,obese,female,omnivore,daily,natural gas,walk/bicycle,,often,298.02778186169144,rarely,94,large,3.0036445344436418,112.0,4.554407188349174,80.80701549565218,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",1879
956,956,overweight,female,omnivore,more frequently,electricity,walk/bicycle,,often,156.7018136850171,never,0,large,6.739728675418936,39.91463497600853,0.0,40.001707992270696,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",1365
957,957,underweight,female,vegan,more frequently,electricity,walk/bicycle,,sometimes,94.37195898186573,frequently,85,medium,2.9138382330647725,30.18557248395674,0.0,79.3718166680417,Sometimes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",1786
958,958,normal,male,pescatarian,less frequently,wood,public,,sometimes,137.4657722492812,rarely,714,large,6.822763382982598,15.522008371099602,1.745142484086555,74.56660631709056,Sometimes,['Paper'],"['Oven', 'Grill', 'Airfryer']",1657
959,959,underweight,male,vegetarian,daily,natural gas,public,,never,284.4067050901348,never,1047,extra large,5.594131800015477,15.64329989730059,9.62389125210301,32.54673145489022,Yes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",1434
960,960,overweight,male,omnivore,daily,electricity,public,,sometimes,270.8044478738386,very frequently,1276,large,3.1389249365320016,88.93584716859775,0.0,101.69699673423536,No,"['Paper', 'Plastic', 'Metal']",['Stove'],2738
961,961,obese,male,vegan,less frequently,electricity,private,hybrid,sometimes,304.38453941621657,very frequently,7656,extra large,3.8647892382906432,11.232368225447,0.0,28.27538101977303,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",4633
962,962,overweight,female,omnivore,twice a day,natural gas,public,,sometimes,150.90103641027,very frequently,302,large,4.155918330126257,99.29745311293034,1.3542294639057233,59.74590471925064,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",2808
963,963,normal,female,omnivore,twice a day,coal,walk/bicycle,,sometimes,326.5186250508849,rarely,76,medium,1.2638318766908574,78.2492900963649,4.1047386139179265,104.45928808094996,Sometimes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",1609
964,964,overweight,male,pescatarian,more frequently,wood,public,,often,296.8263436391128,frequently,1693,extra large,7.439527642518025,17.4072566344481,7.202031068000292,96.67663729361388,No,"['Plastic', 'Metal']","['Stove', 'Oven']",2626
965,965,obese,male,vegetarian,more frequently,natural gas,walk/bicycle,,often,338.2734010063823,never,6,medium,0.3207388050527893,11.223520803912312,6.461078387091554,68.96834354949334,Yes,['Paper'],['Oven'],1908
966,966,overweight,male,vegetarian,twice a day,electricity,walk/bicycle,,sometimes,196.04994836178497,very frequently,4,large,4.748262196687585,23.199010777199327,0.0,95.67659794295285,Yes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",3131
967,967,overweight,male,omnivore,daily,electricity,public,,sometimes,237.29508244154349,frequently,883,medium,5.0469152967252455,0.0,0.0,112.0,Yes,['Plastic'],"['Stove', 'Grill', 'Airfryer']",2255
968,968,normal,female,pescatarian,less frequently,natural gas,public,,sometimes,167.27973656812702,rarely,1202,small,7.334499941290224,24.15465449519869,5.926230948929186,56.02937401725249,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",783
969,969,underweight,male,pescatarian,daily,natural gas,private,lpg,never,232.93611218766654,never,1536,extra large,4.235928702675033,24.884738906507053,0.0,79.28494604122284,Sometimes,['Metal'],['Microwave'],1518
970,970,normal,male,omnivore,twice a day,electricity,walk/bicycle,,often,237.97416560487827,rarely,47,extra large,2.73641197843733,37.47122138890758,10.410948810055283,99.47135436888155,Yes,"['Glass', 'Metal']",['Microwave'],1692
971,971,obese,male,vegan,twice a day,coal,public,,sometimes,297.1312739837803,very frequently,541,medium,5.1181413461043475,22.578533746026988,1.6831717343310788,90.03845613437622,No,['Plastic'],"['Stove', 'Oven', 'Microwave']",4038
972,972,normal,male,vegan,twice a day,coal,walk/bicycle,,never,321.6992706464546,never,92,medium,5.211764136844776,36.70394194538832,0.0,34.279932060702706,Yes,['Glass'],['Stove'],1417
973,973,underweight,female,pescatarian,more frequently,electricity,private,lpg,sometimes,54.68038053999959,very frequently,3183,small,1.8033020467906438,52.8138254817373,0.6917627196593792,41.62496682498817,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2509
974,974,normal,female,vegan,more frequently,electricity,private,electric,never,334.94804923567,rarely,6192,large,3.7570854501198365,29.14150063438162,0.0,93.45783612563825,Yes,"['Paper', 'Metal']",['Microwave'],1103
975,975,obese,female,pescatarian,less frequently,coal,walk/bicycle,,often,228.21069420770056,very frequently,68,large,6.068942192931065,32.4066637169714,0.0,73.63476077910451,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2580
976,976,obese,female,pescatarian,less frequently,coal,public,,often,237.64505367747913,rarely,1688,small,4.255427381265739,31.423530295626257,0.0,48.02864250713566,Sometimes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",1914
977,977,normal,female,omnivore,more frequently,wood,private,hybrid,never,206.0596112349078,rarely,11,small,3.8822127111990365,69.98793274744314,0.9799222935366148,94.42353098439375,No,"['Paper', 'Plastic', 'Glass', 'Metal']",[],751
978,978,obese,male,pescatarian,more frequently,electricity,private,lpg,never,308.87200753330114,rarely,2119,large,6.928000823966637,5.272800082447269,0.0,82.39555565897116,Sometimes,[],"['Stove', 'Oven', 'Microwave']",2366
979,979,overweight,female,pescatarian,daily,natural gas,walk/bicycle,,never,210.86094517258724,never,75,small,3.2694062941589612,31.094766275118513,0.0,38.681793438691685,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave'],758
980,980,overweight,male,vegan,less frequently,coal,private,hybrid,never,391.5765040980864,rarely,2180,small,7.521324991614465,17.221241614629292,1.9100097853622773,52.51212364975623,Yes,[],"['Oven', 'Microwave']",1781
981,981,overweight,female,vegetarian,twice a day,wood,private,petrol,often,219.98308507036313,very frequently,8931,large,4.117071325779209,2.3174907686226973,0.0,38.54299058178337,Yes,"['Paper', 'Metal']",['Microwave'],5517
982,982,obese,female,pescatarian,more frequently,coal,public,,often,171.2279422160542,never,1490,medium,4.8108046288490725,6.546332139483155,18.254563543814207,47.711144962626264,No,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2199
983,983,normal,male,pescatarian,less frequently,wood,public,,never,289.6532251144725,rarely,272,medium,7.10257316085524,0.0,0.0,40.98677837126415,Sometimes,['Metal'],['Oven'],1204
984,984,underweight,male,vegan,less frequently,coal,private,petrol,often,386.07980637601304,very frequently,5095,extra large,8.086858710186403,0.0,12.166579772599299,24.74798822785612,Yes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",4320
